,Q1,,,,,,,,,,,,Q2,,,,,,,,,,,
804784,21620,0.806833966,1.283559468,1.035619377,491040,1.09779141,0.684585826,0.75153244,500256,1.134769228,0.838185239,0.951146817,34435,1.59271079,0.806833966,1.285053164,542880,1.105571633,1.09779141,1.213687042,535680,1.070811603,1.134769228,1.215124056
804871,20425,0.761984919,2.638754502,2.010691136,393264,1.061163595,0.842662474,0.89420274,374400,1.070990397,1.293887801,1.38574141,33175,1.624204445,0.761984919,1.237619293,562464,1.430244237,1.061163595,1.517723117,432000,1.153845743,1.070990397,1.235757711
804883,19080,1.253467515,3.13655454,3.931569225,249390,1.167111939,1.236665297,1.443326832,239700,1.179875939,1.454814891,1.716501085,27345,1.433153399,1.253467515,1.796411229,277134,1.111246998,1.167111939,1.296949638,260304,1.085957088,1.179875939,1.281294639
804893,35000,1.088463988,32156.3234,35001,720000,0.986996341,1.585643099,1.565023937,720000,0.988012814,1.137002128,1.123372672,22330,0.638010343,1.088463988,0.694451282,635760,0.883000162,0.986996341,0.87151793,739440,1.026999963,0.988012814,1.014689123
804901,38570,1.029423217,2.474047293,2.546841722,969120,0.962219958,1.066264033,1.025980533,961920,0.972610082,1.080163847,1.050578248,30150,0.781701278,1.029423217,0.804701444,913680,0.942793521,0.962219958,0.907174743,1022400,1.062874186,0.972610082,1.033762149
804920,36800,1.032656249,2.471231435,2.551932584,793440,1.07527979,1.131675673,1.21686798,706032,0.975880567,1.22646272,1.196881135,47500,1.290752969,1.032656249,1.332904119,777888,0.980399299,1.07527979,1.054203552,777600,1.101366367,0.975880567,1.074802034
805140,0,0.001109878,0.060062662,6.67E-05,159552,0.487603104,2.755990267,1.343829408,352800,0.712253019,1.049618215,0.747593742,16675,16676,0.001109878,18.50832408,316224,1.981943304,0.487603104,0.966401707,288000,0.816327051,0.712253019,0.581431406
805156,17250,1.7090028,0.566670141,0.968440858,323289,1.368124001,1.018965825,1.394071602,255000,1.623372655,0.800001019,1.298699777,26730,1.54953336,1.7090028,2.648156852,345729,1.069411364,1.368124001,1.463087355,331500,1.299998824,1.623372655,2.110382541
805173,18810,18811,6.67E-05,1.253983068,212112,0.846190978,3.686494706,3.11947856,206496,0.491155388,1.100156847,0.540347963,28575,1.519111158,18811,28576,246384,1.161574255,0.846190978,0.982913655,220896,1.069734669,0.491155388,0.525405946
805189,12900,1.437230541,0.524863143,0.754349339,144891,1.039131448,1.07076745,1.11266813,137700,1.003767198,1.1101686,1.114350825,19935,1.545306565,1.437230541,2.220961791,166260,1.147482263,1.039131448,1.192384905,163200,1.18518384,1.003767198,1.189648662
805224,13440,13441,5.66E-05,0.760289362,176970,1.270625925,0.740948453,0.941468314,163200,0.820233303,1.058495511,0.868213268,21240,1.580313965,13441,21241,215730,1.219018935,1.270625925,1.548917063,198900,1.21874866,0.820233303,0.999658238
805295,13812.5,2.450128659,0.375832758,0.920838611,254490,1.146317645,0.964513348,1.10563867,238170,0.995339472,1.093301009,1.088205649,19935,1.44322583,2.450128659,3.536088966,271371,1.066332405,1.146317645,1.222355651,265200,1.113489888,0.995339472,1.108300437
805305,10000,0.959813038,0.731158347,0.701775314,263520,0.924015835,1.751147461,1.618087984,263520,0.929396533,1.006929613,0.935836891,30970,3.096790321,0.959813038,2.972339726,381600,1.448085731,0.924015835,1.338054146,368352,1.397812698,0.929396533,1.299122275
805328,21991.6667,2.051085238,0.714782601,1.466080041,510510,1.010362674,1.722289167,1.740136688,507042,0.883072083,1.512967743,1.336059577,34435,1.565794656,2.051085238,3.211578305,551820,1.080918922,1.010362674,1.092120133,548301,1.081371797,0.883072083,0.954929246
805339,15333.3333,3.649136967,0.247172566,0.901966549,519558,1.713778401,1.569104816,2.689097942,366621,1.052657269,1.812933684,1.908397821,29725,1.938525753,3.649136967,7.073945985,649788,1.250654882,1.713778401,2.143345325,457233,1.247153744,1.052657269,1.312825454
805383,20833.3333,20834.3333,6.67E-05,1.388862962,480930,1.312151282,1.785710458,2.343122266,480930,0.806415156,1.462317521,1.179235012,44240,2.123466077,20834.3333,44241,550800,1.145280716,1.312151282,1.50278156,521985,1.085365676,0.806415156,0.875255332
805457,11500,1.739485456,0.472232362,0.821441326,255744,1.471347994,1.349647635,1.98580134,201600,1.221002841,1.490510477,1.819917526,25125,2.184679593,1.739485456,3.800218379,262080,1.024774678,1.471347994,1.507800167,234576,1.163570617,1.221002841,1.420723029
805637,0,6.67E-05,15001,1,247392,1.831306305,-10.00081433,-18.31455434,439200,1.634662052,2.963554501,4.84441008,23757.5,23758.5,0.0000667,1.583794414,397440,1.606516757,1.831306305,2.942024265,371520,0.84590199,1.634662052,1.382763883
805651,0,6.24E-05,16012.8683,1,262224,1.011578031,259223.7,262225,324000,1.052956393,307706,324001,0,1,0.0000624,0.0000624,210816,0.803954619,1.011578031,0.813262831,345600,1.066666461,1.052956393,1.12315327
800752,14842.8,0.258603083,1.386389262,0.358524538,2359374,0.878673016,0.827637762,0.727222968,2523588,0.966160158,0.844306311,0.815735119,28684,1.932456649,0.258603083,0.499739248,2847984,1.20709298,0.878673016,1.06064003,2811156,1.113951995,0.966160158,1.076256035
800899,22000,0.544269058,1.149417423,0.625592338,400605,1.055597815,1.016834972,1.073368775,400350,1.1081307,1.095237807,1.213666637,14210,0.645925185,0.544269058,0.351557092,376023,0.938637963,1.055597815,0.990824183,436968,1.09146474,1.1081307,1.209485586
194629,10925,0.728351443,15001,10926,719600,2.064760035,348515.56,719601,500700,1.076664325,465048.38,500701,16000,1.464488376,0.728351443,1.066662223,591700,0.822262615,2.064760035,1.697774986,693300,1.384660706,1.076664325,1.490814784
196916,9280,0.773352221,12001,9281,1504283.2,1.755981723,856662.7888,1504284.2,1755409.088,2.313632831,758724.5757,1755410.088,20106.6667,2.166540965,0.773352221,1.675499267,1650568,1.097245454,1.755981723,1.926742963,1915019.424,1.090924814,2.313632831,2.523999466
197069,10833.3333,10834.3333,1,10834.3333,820800,3.513730588,233598.16,820801,820800,1.808710978,453804.4,820801,30125,2.780604876,10834.3333,30126,965200,1.175925712,3.513730588,4.131886142,866400,1.055555488,1.808710978,1.909194798
200398,5000,5001,1,5001,235200,235201,1,235201,391700,391701,1,391701,0,0.00019996,5001,1,382200,1.624997343,235201,382201,592200,1.511870023,391701,592201
202277,0,1,1,1,247760,247761,1,247761,294880,294881,1,294881,13950,13951,1,13951,965200,3.895693834,247761,965201,784282.152,2.659659836,294881,784283.152
203157,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,419100,419101,1,419101,282400,282401,1,282401
204767,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,149000,149001,1,149001,234300,234301,1,234301
500665,17995,17996,1.61E-05,0.28887266,1112640,1.832317356,0.343385585,0.629191368,1276800,0.798106873,0.911764756,0.727685718,31449.4,1.747632807,17996,31450.4,1261600,1.133879661,1.832317356,2.077627383,1258560,0.985714297,0.798106873,0.786705355
502039,32200,3.048998729,0.218165641,0.665186762,1364960,1.22452006,0.699029315,0.855975418,1162800,0.834528404,0.873786487,0.729199642,51879,1.611130089,3.048998729,4.912333593,1507840,1.104676983,1.22452006,1.352699126,1276800,1.098039131,0.834528404,0.916344843
502615,18400,0.604114462,0.96006303,0.579987961,720480,0.638468337,1.150877039,0.73479855,528960,0.602939919,0.982658979,0.592484325,31737,1.724797565,0.604114462,1.041975154,1024480,1.421940343,0.638468337,0.907863886,843600,1.594826462,0.602939919,0.961584538
502882,28420,0.518574692,1.122060053,0.581871946,1094400,0.730430826,0.953997839,0.696829429,1085280,0.751075629,1,0.751075629,38294.4,1.347433236,0.518574692,0.698744775,1448560,1.323610815,0.730430826,0.966806141,1181040,1.088235213,0.751075629,0.817346947
502885,40000,40001,2.31E-05,0.923799152,1748000,17.51985014,0.0852949,1.494353859,1741920,1.654617742,0.910714363,1.506884143,50675,1.266868328,40001,50676,2036800,1.165217297,17.51985014,20.41443242,2024640,1.162303572,1.654617742,1.923168112
606312,18025,1.176519485,0.579235033,0.681481302,904400,1.142565081,0.83911689,0.958745657,884640,0.917537243,0.885246007,0.81224618,28400,1.575557528,1.176519485,1.853674132,948480,1.048739442,1.142565081,1.198253065,770640,0.871134166,0.917537243,0.799298041
606695,19000,0.415668217,1.065658606,0.442960412,847476,0.845083622,0.997655364,0.843102208,843569.6,0.86300287,0.986479822,0.851334918,0,0.0000526,0.415668217,0.0000219,142880,0.168595726,0.845083622,0.142477487,866334.944,1.026986886,0.86300287,0.886292631
606842,33495,0.750234508,1.061474966,0.796355149,1252480,0.75607635,0.942270092,0.712428132,1235760,0.750660113,0.946587568,0.710565531,50502.2,1.507738237,0.750234508,1.131157255,1393840,1.112863988,0.75607635,0.841410142,1340640,1.08487078,0.750660113,0.814369223
606867,33000,33001,1.40E-05,0.463490681,1370797.56,12.91187775,0.062643172,0.808840979,1367865.936,0.826046913,0.999985354,0.826034815,0,0.0000303,33001,1,315352.576,0.230050997,12.91187775,2.970390354,1449977.704,1.060029061,0.826046913,0.875633734
606916,37555,0.703530294,3.336179445,2.347103306,1720640,1.095111064,1.066666621,1.168118418,1710000,1.088339179,0.858536663,0.934379087,48665,1.295824901,0.703530294,0.911652074,1763200,1.024734968,1.095111064,1.122198601,1710000,1,1.088339179,1.088339179
606979,10450,0.438894001,1.254114802,0.550423463,329840,0.862586135,1.048979457,0.904835136,319200,0.928716355,1,0.928716355,20450,1.956846235,0.438894001,0.858848073,329840,1,0.862586135,0.862586135,319200,1,0.928716355,0.928716355
607197,16960,0.59943122,0.973183363,0.58335649,690080,0.98471519,0.898855092,0.885116262,661200,0.943504702,0.912790811,0.861222422,30125,1.776192441,0.59943122,1.064705202,1065520,1.544052075,0.98471519,1.520451532,752400,1.137930826,0.943504702,1.073643085
800209,41995,0.597692719,1.060365031,0.633772458,1672000,0.632387909,1.196108861,0.756404781,1532160,0.802420941,1,0.802420941,43273.2,1.030436232,0.597692719,0.615884233,1682640,1.006363633,0.632387909,0.636412193,1668960,1.089285656,0.802420941,0.874065621
800297,47895,0.714855002,2.635962355,1.884330875,2052790.4,0.832372953,1.134999972,0.944743279,2006724.216,0.81735831,0.916570912,0.749166851,66000,1.378006514,0.714855002,0.98507485,2395444,1.166920808,0.832372953,0.97131332,2211856.12,1.102222219,0.81735831,0.900910489
800455,17762.5,1.407450965,0.405133525,0.570205571,883120,0.968645628,0.775988478,0.751657847,875520,0.845455422,0.929012409,0.785438578,42678,2.402623357,1.407450965,3.381574563,1013840,1.148020486,0.968645628,1.112025026,1003200,1.145833167,0.845455422,0.968750863
800464,5500,0.376471687,1.242807643,0.46788189,214320,0.642218412,1.089887347,0.699945721,250800,0.759360105,1.163635787,0.883618594,0,0.000181785,0.376471687,0.0000684,170240,0.794327201,0.642218412,0.510131553,264480,1.054545237,0.759360105,0.800779582
801239,35650,35651,1.61E-05,0.573261436,1269222.8,1.457193027,0.645503025,0.940622507,1139929.624,0.880705005,0.966623156,0.851309852,44980,1.261703739,35651,44981,1292744.8,1.018532587,1.457193027,1.484198583,1244839.112,1.092031467,0.880705005,0.961757579
801651,42550,42551,2.43E-05,1.032179621,1997280,3.047435967,0.585253827,1.783523561,1796640,1.619281137,1,1.619281137,76023.2,1.786660713,42551,76024.2,2359040,1.181126241,3.047435967,3.599406589,2006400,1.116751204,1.619281137,1.80833416
801678,58565,0.65803755,1.213460557,0.798502612,2547428.8,0.874619362,1.265718234,1.107021675,2380177.576,1.195691549,0.975920114,1.166899433,70960,1.211641567,0.65803755,0.797305648,2562720,1.006002599,0.874619362,0.879869352,2576275.36,1.082387845,1.195691549,1.294201999
802058,15010,15011,2.82E-05,0.423172618,664240,3.165081047,0.157014788,0.496964529,714400,0.576806656,0.930232611,0.536564362,30300.6,2.018626341,15011,30301.6,775200,1.167047803,3.165081047,3.693800884,647520,0.90638311,0.576806656,0.522807811
802306,18400,18401,1.78E-05,0.32835069,708776,2.51871915,0.219613798,0.553145479,597418.672,0.689801219,0.798359156,0.550709119,26960,1.465192109,18401,26961,742273.76,1.047261353,2.51871915,2.637757225,716034,1.19854607,0.689801219,0.82675854
803199,33495,33496,1.58E-05,0.529614833,1292219.64,3.630120544,0.273719378,0.993634338,1277004.44,1.12171589,0.894810915,1.003723622,0,0.0000299,33496,1,491022.624,0.379984353,3.630120544,1.379389007,1363583.184,1.067798258,1.12171589,1.197766273
803464,57500,0.787674141,73001,57501,2720800,0.935903306,1.735112498,1.623897522,2115840,0.805498772,1.020040072,0.821641026,103200,1.794768787,0.787674141,1.413692963,3496000,1.284916096,0.935903306,1.202557222,2503440,1.183189569,0.805498772,0.953057745
803739,13225,13226,5.10E-05,0.674787759,313120,2.418920982,0.475411763,1.149983488,250800,1.080525171,1.268291217,1.370420584,24950,1.886511417,13226,24951,354160,1.131067543,2.418920982,2.735963011,319200,1.272726185,1.080525171,1.375212679
803987,20125,0.726613385,1.060405963,0.770505166,782800,0.895794144,1.022132771,0.915620551,684000,0.818165203,1.06578939,0.871991792,29753.4,1.478406042,0.726613385,1.074229619,773680,0.988349529,0.895794144,0.885357721,684000,1,0.818165203,0.818165203
804009,18400,0.64354574,0.930976305,0.599125835,623200,1.0341999,0.904018001,0.934935327,533520,0.919429125,0.984848511,0.905498404,28025,1.523069398,0.64354574,0.980164823,626240,1.004878041,1.0341999,1.03924477,611040,1.145298873,0.919429125,1.053021141
804300,59360,0.811022881,1.055524833,0.856054791,3286100,0.939494148,0.980012945,0.920716427,3040500,0.973927363,0.984833459,0.959156254,68220,1.149256246,0.811022881,0.932073111,3596000,1.094306292,0.939494148,1.028094357,3405000,1.119881559,0.973927363,1.090683293
804336,20125,0.714387676,28172.3785,20126,879200,0.831775624,7.352980873,6.116030256,624000,0.862233362,0.794333759,0.684901067,26850,1.334144887,0.714387676,0.953096665,1068700,1.215536607,0.831775624,1.01105372,771000,1.235576546,0.862233362,1.065355319
804551,16720,0.389684436,1.441656146,0.561790961,779100,0.76662401,1.048597449,0.803879981,757800,0.909985315,0.891285189,0.811056433,0,0.0000598,0.389684436,0.0000233,426200,0.547042039,0.76662401,0.419375562,942000,1.24307173,0.909985315,1.13117702
804770,21850,0.654455874,2.065696075,1.35190693,940880,0.823734576,1.129251573,0.930203565,843600,0.817346997,1.081080996,0.883618306,51906.8,2.3755343,0.654455874,1.554682376,1082240,1.150242167,0.823734576,0.947494243,1057920,1.254053753,0.817346997,1.024997069
804943,13195,13196,0.000205429,2.710847204,367840,4.19020499,0.254312505,1.065621528,364800,1.135097093,1,1.135097093,34000,2.576614125,13196,34001,506160,1.376032036,4.19020499,5.765856301,506160,1.387498938,1.135097093,1.574946011
805003,31465,1.55812669,1.346227818,2.097593494,1131500,0.686029692,2.044033268,1.402267512,1152300,1.129142148,0.908845727,1.026216016,0,0.0000318,1.55812669,0.0000495,1205400,1.065311476,0.686029692,0.730835303,1484100,1.287945598,1.129142148,1.454273658
805034,31465,1.440596461,1.002263124,1.443856708,1234000,0.914763083,0.983298699,0.899485349,1225200,0.917217031,1.028938964,0.943760341,36930,1.173679527,1.440596461,1.690798573,1324100,1.073014528,0.914763083,0.981554077,1296000,1.057786437,0.917217031,0.970219735
805263,38500,1.263808705,1.467329318,1.854423565,1504400,0.864065068,1.085677883,0.938096334,1503000,1.181081838,0.890182527,1.051378416,0,0.000026,1.263808705,0.0000328,1286800,0.855357714,0.864065068,0.739084721,1780800,1.184830216,1.181081838,1.39938145
805314,16770.8333,16771.8333,7.02E-05,1.176888169,729600,1.844070598,0.575000618,1.060341733,656640,0.807025724,1.238219533,0.999275015,28594.2,1.704953745,16771.8333,28595.2,738720,1.012499983,1.844070598,1.867121449,725040,1.104166508,0.807025724,0.891090776
805451,0,1,8.69E-05,8.69E-05,444200,0.761618649,19.45924332,14.82052261,710800,0.914504453,2.343702459,2.143326334,0,1,1,1,346500,0.780054525,0.761618649,0.594104073,798600,1.123522617,0.914504453,1.027466436
805468,8406.6667,8407.6667,6.67E-05,0.560473748,307040,1.859274725,3.19995737,5.94959986,310080,0.969129718,2.479988529,2.403430582,26356.8,3.134972037,8407.6667,26357.8,389120,1.267325862,1.859274725,2.356306944,319200,1.02941167,0.969129718,0.997633441
805601,5750,0.325057233,17692.269,5751,561400,0.711794492,6.942442959,4.941592662,448500,1.070474668,1.776206117,1.901383653,5000,0.869587898,0.325057233,0.282665836,425800,0.758461421,0.711794492,0.539868662,529200,1.179932709,1.070474668,1.263088075
194143,10920,0.728018132,15001,10921,755440,2.538481752,297595.6,755441,775200,0.625896516,1238545,775201,0,0.0000916,0.728018132,0.0000667,320720,0.424548045,2.538481752,1.077707466,828400,1.068627362,0.625896516,0.668850143
194485,16662.5,1.190164988,14001,16663.5,953040,-7.102991177,-134174.6,953041,912000,0.739429654,1233384.4,912001,0,0.00006,1.190164988,0.0000714,51680,0.054227468,-7.102991177,-0.385177224,1003200,1.09999989,0.739429654,0.813372538
196472,3833.3333,0.273861388,14001,3834.3333,661200,5.491018561,120415,661201,392160,1.76723291,221906.8,392161,28071.0667,7.32123801,0.273861388,2.005004407,656640,0.993103459,5.491018561,5.453149525,501600,1.279069056,1.76723291,2.26041293
196498,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
197284,51750,51751,1,51751,2255771.2,6.891334433,327334.6,2255772.2,2033902.424,11.39144304,178546.6,2033903.424,57025,1.101930397,51751,57026,2216160,0.982440071,6.891334433,6.770323088,2143324.64,1.053799121,11.39144304,12.00429266
197844,12153.3333,12154.3333,1,12154.3333,1404480,1404481,1,1404481,1641600,1641601,1,1641601,22420,1.844691884,12154.3333,22421,1051840,0.748917928,1404481,1051841,1140000,0.694444631,1641601,1140001
198864,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
199206,11008.3333,11009.3333,1,11009.3333,513760,513761,1,513761,501600,501601,1,501601,20450,1.857605674,11009.3333,20451,373920,0.727811181,513761,373921,364800,0.727273271,501601,364801
199433,5000,5001,1,5001,170240,170241,1,170241,404320,404321,1,404321,0,0.00019996,5001,1,699200,4.107124606,170241,699201,1003200,2.481199344,404321,1003201
199947,0,1,1,1,0,1,1,1,0,1,1,1,13120,13121,1,13121,1535200,1535201,1,1535201,1792080,1792081,1,1792081
200179,0,1,1,1,76000,76001,1,76001,273600,273601,1,273601,20500,20501,1,20501,389120,5.11994579,76001,389121,273600,1,273601,273601
200378,5000,5001,1,5001,218000,218001,1,218001,346600,346601,1,346601,8816.6667,1.763180704,5001,8817.6667,665800,3.054119018,218001,665801,408600,1.178880038,346601,408601
200397,5000,5001,1,5001,313120,313121,1,313121,617120,617121,1,617121,0,0.00019996,5001,1,603440,1.927181505,313121,603441,816240,1.322659576,617121,816241
201496,5000,5001,1,5001,112480,112481,1,112481,266000,266001,1,266001,0,0.00019996,5001,1,372400,3.310790267,112481,372401,665760,2.502851493,266001,665761
201799,0,1,1,1,0,1,1,1,0,1,1,1,12480,12481,1,12481,726560,726561,1,726561,684000,684001,1,684001
202283,0,1,1,1,0,1,1,1,0,1,1,1,11771.7333,11772.7333,1,11772.7333,971280,971281,1,971281,807120,807121,1,807121
202898,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,950000,950001,1,950001,1445520,1445521,1,1445521
203141,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,39520,39521,1,39521,155040,155041,1,155041
203437,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,348080,348081,1,348081,293360,293361,1,293361
203445,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,155040,155041,1,155041,556286.256,556287.256,1,556287.256
204053,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,851200,851201,1,851201,877040,877041,1,877041
204323,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,132240,132241,1,132241,209760,209761,1,209761
205562,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
205567,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
205995,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
206286,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
802308,0,5.26E-05,19000.925,1,504640,0.606118731,3.507235815,2.125801323,702240,0.88361833,1.026666632,0.907181455,12664.1333,12665.1333,0.0000526,0.666553513,551760,1.093373309,0.606118731,0.662714043,880080,1.253246393,0.88361833,1.107391485
802553,13440,0.341804143,39323.6895,13441,442320,0.34607439,5.307124972,1.836660037,501600,0.415376553,0.818181941,0.339853595,29404.8,2.187768767,0.341804143,0.747788429,538080,1.216494356,0.34607439,0.420997542,528960,1.054545346,0.415376553,0.438033411
803140,22560,0.627282026,35966.2784,22561,851192.4,0.836992171,32.54660941,27.24125726,866444.688,0.970519644,0.970912653,0.942289803,18240,0.808519126,0.627282026,0.507169516,836000,0.982151647,0.836992171,0.822053239,912037.848,1.052620909,0.970519644,1.021589271
803828,63560,63561,1,63561,2184240,2.59573962,841471.534,2184241,2000307.84,1.093059275,1830009.484,2000308.84,74400,1.170544831,63561,74401,2201264,1.007794012,2.59573962,2.615970845,2001681.312,1.00068663,1.093059275,1.093809803
804349,0,1,7.26E-05,7.26E-05,21280,0.618543816,0.111113982,0.068728866,255360,0.916345084,0.9473686,0.868116559,0,1,1,1,106400,4.999812039,0.618543816,3.092602819,250800,0.982142927,0.916345084,0.899981843
804439,18812.5,18813.5,1,18813.5,649040,1.325889834,1.246211494,1.652339152,620160,0.763384553,0.900990209,0.687802008,43925,2.334812767,18813.5,43926,1281360,1.974237375,1.325889834,2.617621266,1112870.736,1.794488425,0.763384553,1.369884745
804550,27600,1.596817163,17285.0096,27601,557840,1.136129143,-1.736851786,-1.973287932,501600,1.021587718,1.264367135,1.291661937,41050,1.487301185,1.596817163,2.374948059,684000,1.226157633,1.136129143,1.393073421,592800,1.181817819,1.021587718,1.20733057
804611,11020,11021,1,11021,433200,0.399099099,1.279918534,0.510814334,501600,0.261285332,0.881516642,0.230327368,31632.6,2.87030215,11021,31633.6,588240,1.357893911,0.399099099,0.541934237,538080,1.072727128,0.261285332,0.280287863
804614,21630,21631,6.05E-05,1.309233106,614080,1.399054874,0.605750031,0.847477533,601920,0.853478592,0.987500018,0.842810124,31850,1.472470066,21631,31851,750880,1.222771914,1.399054874,1.710725007,665760,1.10606043,0.853478592,0.943998898
804734,31712.5,1.109787321,28576.196,31713.5,1074640,0.931025479,1.135363657,1.057052492,1026000,0.946733818,0.786517009,0.74462225,49507.8,1.561126965,1.109787321,1.732518912,1276800,1.188118637,0.931025479,1.106168722,1121760,1.093333242,0.946733818,1.035095555
804851,18400,1.046888665,17576.8452,18401,693120,0.870736648,1.725804878,1.502721554,601920,0.998885814,0.692308046,0.691536686,26480,1.43910657,1.046888665,1.506584356,513760,0.741228444,0.870736648,0.64541477,501600,0.83333361,0.998885814,0.832405122
804995,20700,20701,0.000266114,5.50882022,248928,4.698301863,0.456870892,2.146517364,222006,1.503884846,1.311721461,1.972678027,32025,1.547075021,20701,32026,289977,1.164902442,4.698301863,5.473063313,244371,1.100740067,1.503884846,1.655386305
805009,13052.5,1.54254387,0.593805354,0.915970809,408880,0.822468494,1.614523144,1.327894418,373920,0.787573177,1,0.787573177,34290.8,2.627019573,1.54254387,4.05229294,700720,1.713752901,0.822468494,1.409507767,684000,1.829266075,0.787573177,1.440680893
805099,13225,1.071579389,0.866081629,0.928075223,489440,0.993810464,17.42047178,17.31264715,337440,0.969198735,0.838710066,0.812876735,31850,2.408211099,1.071579389,2.580589377,712880,1.456520806,0.993810464,1.447505619,510720,1.513511992,0.969198735,1.466893908
805141,13225,13226,6.48E-05,0.85695189,363280,1.336611078,0.854054513,1.141538723,250800,0.656744144,1,0.656744144,31327.2,2.368682897,13226,31328.2,582160,1.602508802,1.336611078,2.141931017,323760,1.290907931,0.656744144,0.847796224
805251,19285,1.602836457,0.701430512,1.124278396,852720,0.853201182,1.048736411,0.894783145,843600,0.908163232,0.861244148,0.782150269,25281.9,1.310945764,1.602836457,2.101231663,881600,1.033868053,0.853201182,0.882097444,875520,1.037837793,0.908163232,0.942526125
805257,9583.3333,1.825420643,0.428575569,0.782330691,386080,0.882596499,0.718826868,0.634434077,302480,0.605048304,0.674699234,0.408225627,31850,3.323235848,1.825420643,6.066303318,611040,1.582675656,0.882596499,1.396863992,501600,1.658289281,0.605048304,1.003345117
805506,12266.6667,2.093086369,0.411272318,0.860828482,769120,1.164350796,3.83998349,4.471087832,528960,0.891302003,2.156245799,1.921866201,18344.4,1.495426999,2.093086369,3.130057868,562400,0.731225646,1.164350796,0.851403163,624720,1.181034141,0.891302003,1.052658096
805675,0,7.69E-05,13001,1,1024480,0.575975728,1778687.8,1024481,1605120,0.76798431,2090044,1605121,30833.3333,30834.3333,0.0000769,2.371689355,1605120,1.566765025,0.575975728,0.902418626,1605120,1,0.76798431,0.76798431
193617,26160,1.743950403,15001,26161,1609200,1.336417012,1204115.92,1609201,1517600,1.062559977,1428249.73,1517601,43133.3333,1.648802924,1.743950403,2.875430525,1722000,1.070096899,1.336417012,1.4300957,1785600,1.176594507,1.062559977,1.250202232
197280,18196.6667,18197.6667,1,18197.6667,3877520,3877521,1,3877521,3793920,3793921,1,3793921,81032,4.452933518,18197.6667,81033,4149600,1.070168543,3877521,4149601,4135920,1.090144207,3793921,4135921
198945,5000,5001,1,5001,117300,117301,1,117301,413100,413101,1,413101,0,0.00019996,5001,1,596700,5.08692168,117301,596701,836400,2.024688878,413101,836401
200286,5000,5001,1,5001,354160,354161,1,354161,725064.776,725065.776,1,725065.776,0,0.00019996,5001,1,633840,1.789697341,354161,633841,912045.6,1.257881188,725065.776,912046.6
200444,0,1,1,1,121600,121601,1,121601,389120,389121,1,389121,5000,5001,1,5001,273600,2.24998972,121601,273601,501600,1.289061757,389121,501601
200786,5000,5001,1,5001,468640,468641,1,468641,267520,267521,1,267521,0,0.00019996,5001,1,344080,0.734210195,468641,344081,682480,2.551130565,267521,682481
201827,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,45600,45601,1,45601,569965.648,569966.648,1,569966.648
203444,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,401280,401281,1,401281,495520,495521,1,495521
203466,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,592800,592801,1,592801,741760,741761,1,741761
204059,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,1018400,1018401,1,1018401,1460720,1460721,1,1460721
204125,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,72960,72961,1,72961,269040,269041,1,269041
204362,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,352640,352641,1,352641,414960,414961,1,414961
204650,0,1,1,1,0,1,1,1,0,1,1,1,5000,5001,1,5001,475760,475761,1,475761,367840,367841,1,367841
204660,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,699200,699201,1,699201,1024480,1024481,1,1024481
204662,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,872480,872481,1,872481,1275280,1275281,1,1275281
801729,20125,0.591277827,1.479756782,0.874947375,869440,1.042122839,1.796294582,1.871959609,501600,1.214974482,1.066666494,1.295972572,42798.6,2.12658253,0.591277827,1.257401098,980400,1.127622231,1.042122839,1.17512088,592800,1.181817819,1.214974482,1.435878493
801973,46000,0.788035117,1.064735123,0.839048667,2159920,1.006913741,1,1.006913741,1618800,0.798179375,0.967980311,0.77262192,76750,1.668463729,0.788035117,1.31480801,2608320,1.207600185,1.006913741,1.215949221,1824000,1.126760485,0.798179375,0.89935698
